PP_rr,PP_wkt_rem,mid_rr,mid_wkt_rem,RR,Win,T2_rrr_1,T2_wkt_rem_1,T2_rrr_2,T2_wkt_rem_2,T2_rrr_3,T2_wkt_rem_3,T2_rrr_4,T2_wkt_rem_4,T2_rrr_5,T2_wkt_rem_5,T2_rrr_6,T2_wkt_rem_6,T2_rrr_7,T2_wkt_rem_7,T2_rrr_8,T2_wkt_rem_8,T2_rrr_9,T2_wkt_rem_9,T2_rrr_10,T2_wkt_rem_10,T2_rrr_11,T2_wkt_rem_11,T2_rrr_12,T2_wkt_rem_12,T2_rrr_13,T2_wkt_rem_13,T2_rrr_14,T2_wkt_rem_14,T2_rrr_15,T2_wkt_rem_15,T2_rrr_16,T2_wkt_rem_16,T2_rrr_17,T2_wkt_rem_17,T2_rrr_18,T2_wkt_rem_18,T2_rrr_19,T2_wkt_rem_19
8.166666666666666,10.0,7.733333333333333,8.0,8.15,0.0,8.473684210526315,10.0,8.333333333333334,10.0,7.764705882352941,10.0,7.75,10.0,7.733333333333333,9.0,7.5,9.0,7.230769230769231,9.0,6.916666666666667,9.0,6.090909090909091,9.0,4.9,9.0,4.222222222222222,9.0,3.625,8.0,3.5714285714285716,8.0,3.0,7.0,3.0,7.0,3.25,6.0,1.3333333333333333,6.0,0.0,6.0,0.0,6.0
8.666666666666666,10.0,8.666666666666666,9.0,9.0,1.0,9.421052631578947,9.0,9.722222222222221,8.0,9.882352941176471,8.0,9.875,8.0,10.4,8.0,10.642857142857142,7.0,11.153846153846153,6.0,11.75,6.0,11.909090909090908,6.0,12.6,6.0,13.333333333333334,5.0,14.625,5.0,15.857142857142858,5.0,17.5,5.0,19.8,5.0,21.75,4.0,27.333333333333332,4.0,39.5,2.0,76.0,2.0
9.0,10.0,6.466666666666667,7.0,5.7,0.0,5.473684210526316,10.0,4.833333333333333,10.0,4.764705882352941,9.0,4.625,8.0,4.933333333333334,7.0,4.857142857142857,7.0,5.076923076923077,7.0,5.25,7.0,5.0,7.0,4.8,7.0,5.222222222222222,7.0,5.0,7.0,5.142857142857143,7.0,5.0,7.0,5.0,7.0,5.25,6.0,5.666666666666667,6.0,3.0,6.0,0.0,6.0
6.833333333333333,9.0,8.4,7.0,9.024793388429751,1.0,9.263157894736842,10.0,9.055555555555555,10.0,9.470588235294118,10.0,9.4375,10.0,9.466666666666667,9.0,9.642857142857142,9.0,10.0,9.0,10.75,7.0,11.272727272727273,7.0,11.4,7.0,11.88888888888889,6.0,13.25,4.0,13.142857142857142,3.0,14.666666666666666,2.0,16.8,2.0,19.25,2.0,23.666666666666668,2.0,26.5,2.0,37.0,2.0
5.333333333333333,9.0,8.066666666666666,9.0,9.4,1.0,9.210526315789474,10.0,9.61111111111111,10.0,9.705882352941176,10.0,9.5,10.0,9.8,9.0,9.714285714285714,8.0,10.076923076923077,7.0,10.583333333333334,6.0,11.181818181818182,6.0,11.2,5.0,12.222222222222221,5.0,13.75,4.0,14.571428571428571,3.0,16.5,3.0,18.4,3.0,22.5,2.0,29.333333333333332,1.0,39.5,1.0,68.0,1.0
6.166666666666667,9.0,6.733333333333333,5.0,7.85,0.0,8.052631578947368,10.0,7.833333333333333,10.0,8.235294117647058,10.0,8.0,10.0,8.133333333333333,9.0,8.357142857142858,9.0,8.076923076923077,9.0,8.583333333333334,8.0,8.090909090909092,7.0,7.7,7.0,7.666666666666667,6.0,7.75,6.0,7.714285714285714,6.0,8.166666666666666,6.0,8.2,6.0,7.75,6.0,7.0,6.0,6.0,6.0,5.0,6.0
7.666666666666667,9.0,7.266666666666667,8.0,8.082644628099173,1.0,8.31578947368421,10.0,8.277777777777779,10.0,8.117647058823529,10.0,8.0625,9.0,8.2,9.0,8.0,9.0,8.461538461538462,9.0,8.416666666666666,9.0,8.0,9.0,8.2,9.0,8.444444444444445,9.0,9.125,8.0,9.428571428571429,8.0,10.0,7.0,10.0,7.0,9.25,7.0,11.0,7.0,12.0,5.0,16.0,4.0
9.0,9.0,8.4,7.0,9.25,1.0,9.473684210526315,8.0,9.777777777777779,8.0,10.0,8.0,10.375,8.0,11.066666666666666,7.0,11.5,6.0,12.076923076923077,6.0,12.666666666666666,6.0,13.181818181818182,6.0,13.6,5.0,14.0,5.0,14.625,5.0,15.142857142857142,5.0,16.0,4.0,16.2,4.0,16.75,3.0,16.0,3.0,21.0,2.0,34.0,1.0
8.666666666666666,9.0,9.333333333333334,7.0,9.223140495867767,1.0,9.473684210526315,10.0,9.555555555555555,10.0,9.588235294117647,10.0,9.3125,10.0,9.0,10.0,9.5,9.0,10.076923076923077,8.0,10.416666666666666,8.0,10.636363636363637,7.0,11.1,6.0,11.555555555555555,6.0,11.875,5.0,11.285714285714286,5.0,11.166666666666666,4.0,12.6,4.0,13.25,4.0,14.666666666666666,4.0,17.0,4.0,27.0,4.0
5.166666666666667,9.0,7.8,7.0,9.05,1.0,9.31578947368421,10.0,9.333333333333334,10.0,9.823529411764707,9.0,10.125,9.0,10.333333333333334,8.0,10.5,8.0,10.923076923076923,8.0,11.75,7.0,12.181818181818182,7.0,13.0,7.0,13.88888888888889,7.0,14.75,6.0,13.857142857142858,6.0,14.5,5.0,16.4,5.0,17.5,5.0,20.0,4.0,28.0,4.0,52.0,4.0
6.0,8.0,7.4,6.0,7.35,0.0,7.684210526315789,10.0,7.5,9.0,7.0588235294117645,9.0,6.8125,9.0,6.866666666666666,9.0,6.928571428571429,9.0,6.923076923076923,8.0,6.75,8.0,7.090909090909091,8.0,7.1,8.0,7.222222222222222,8.0,7.875,7.0,8.285714285714286,7.0,8.833333333333334,7.0,7.6,7.0,5.25,7.0,6.0,6.0,3.5,6.0,0.0,6.0
8.166666666666666,8.0,8.0,6.0,8.6,0.0,8.052631578947368,10.0,8.333333333333334,9.0,8.529411764705882,9.0,8.5625,9.0,8.133333333333333,9.0,8.285714285714286,9.0,8.461538461538462,8.0,8.916666666666666,8.0,8.818181818181818,8.0,9.2,8.0,9.0,8.0,8.375,8.0,8.428571428571429,8.0,7.5,8.0,7.6,8.0,6.25,7.0,4.333333333333333,7.0,0.0,7.0,0.0,7.0
5.333333333333333,8.0,7.133333333333334,3.0,6.2,0.0,6.315789473684211,10.0,5.833333333333333,10.0,5.647058823529412,10.0,5.6875,9.0,5.533333333333333,9.0,5.357142857142857,9.0,5.0,9.0,4.583333333333333,8.0,4.818181818181818,7.0,4.9,7.0,4.666666666666667,7.0,4.75,7.0,5.0,7.0,4.833333333333333,7.0,4.2,7.0,2.25,7.0,0.0,7.0,0.0,7.0,0.0,7.0
4.833333333333333,8.0,6.4,7.0,7.7,0.0,7.421052631578948,10.0,7.611111111111111,10.0,7.117647058823529,10.0,6.625,10.0,5.733333333333333,10.0,5.714285714285714,10.0,4.923076923076923,9.0,4.666666666666667,9.0,3.4545454545454546,9.0,3.1,9.0,2.111111111111111,8.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
7.333333333333333,8.0,7.4,5.0,7.85,1.0,7.842105263157895,9.0,7.833333333333333,9.0,7.882352941176471,8.0,7.875,8.0,8.066666666666666,8.0,7.785714285714286,8.0,8.0,8.0,7.916666666666667,8.0,7.181818181818182,8.0,7.8,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.333333333333334,6.0,9.2,6.0,10.0,4.0,10.0,4.0,14.0,4.0,25.0,2.0
11.5,10.0,10.6,6.0,10.625,1.0,8.31578947368421,10.0,8.61111111111111,9.0,9.058823529411764,9.0,9.125,9.0,8.933333333333334,9.0,8.571428571428571,9.0,8.76923076923077,9.0,8.5,9.0,8.545454545454545,9.0,8.9,9.0,8.0,9.0,7.625,9.0,7.142857142857143,9.0,7.166666666666667,9.0,5.4,8.0,3.5,8.0,4.666666666666667,8.0,7.0,8.0,14.0,8.0
6.333333333333333,7.0,7.333333333333333,5.0,7.4,0.0,7.105263157894737,10.0,7.0,10.0,6.411764705882353,10.0,5.875,10.0,5.733333333333333,10.0,5.928571428571429,10.0,5.769230769230769,10.0,5.5,10.0,4.7272727272727275,9.0,4.9,8.0,4.777777777777778,7.0,4.625,6.0,4.857142857142857,6.0,5.5,4.0,4.4,4.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0
9.5,10.0,9.0,8.0,8.55,0.0,8.31578947368421,10.0,8.61111111111111,10.0,8.470588235294118,10.0,8.1875,10.0,8.466666666666667,10.0,8.785714285714286,7.0,9.153846153846153,7.0,9.583333333333334,7.0,10.0,7.0,10.3,7.0,10.0,7.0,9.875,7.0,9.714285714285714,7.0,10.166666666666666,6.0,9.6,5.0,9.25,5.0,9.333333333333334,5.0,6.0,5.0,0.0,5.0
